ANO_1,ID_REGIAO,REGIAO,ID_MUNICIPIO,MUNICIPIO,ANO,MES,GR_NATUREZA,QT_VITIMAS
2024,3,Interior,292750,Santa Barbara,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292760,Santa Brigida,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292770,Santa Cruz Cabralia,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292780,Santa Cruz da Vitoria,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292800,Santa Luz,2023,5,HOMICIDIO DOLOSO,2
2023,3,Interior,292805,Santa Luzia,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292805,Santa Luzia,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292810,Santa Maria da Vitoria,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292850,Santa Terezinha,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292820,Santana,2023,5,HOMICÍDIO DOLOSO COM INDÍCIO DE EXCLUDENTE DE ILICITUDE,1
2023,3,Interior,292860,Santo Amaro,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292860,Santo Amaro,2024,5,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,292860,Santo Amaro,2024,5,HOMICIDIO DOLOSO,3
2024,3,Interior,292870,Santo Antonio de Jesus,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292870,Santo Antonio de Jesus,2023,5,HOMICIDIO DOLOSO,4
2023,3,Interior,292880,Santo Estevao,2023,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292895,Sao Domingos,2023,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292905,Sao Felix do Coribe,2023,5,HOMICIDIO DOLOSO,2
2023,2,RMS,292920,Sao Francisco do Conde,2023,5,HOMICIDIO DOLOSO,3
2024,2,RMS,292920,Sao Francisco do Conde,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292930,Sao Gonçalo dos Campos,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292937,Sao Jose do Jacuipe,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,292940,Sao Miguel das Matas,2024,5,HOMICIDIO DOLOSO,1
2023,2,RMS,292950,Sao Sebastiao do Passe,2023,5,HOMICIDIO DOLOSO,3
2024,2,RMS,292950,Sao Sebastiao do Passe,2024,5,HOMICIDIO DOLOSO,2
2023,3,Interior,292975,Saubara,2023,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292980,Saude,2023,5,HOMICIDIO DOLOSO,1
2023,3,Interior,292990,Seabra,2023,5,HOMICIDIO DOLOSO,2
2024,3,Interior,292990,Seabra,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293010,Senhor do Bonfim,2024,5,HOMICIDIO DOLOSO,2
2023,3,Interior,293010,Senhor do Bonfim,2023,5,HOMICIDIO DOLOSO,6
2024,3,Interior,293020,Sento Se,2024,5,HOMICIDIO DOLOSO,3
2023,3,Interior,293020,Sento Se,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293040,Serra Preta,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293050,Serrinha,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,293050,Serrinha,2023,5,HOMICIDIO DOLOSO,2
2023,3,Interior,293060,Serrolandia,2023,5,FEMINICIDIO,1
2023,2,RMS,293070,Simões Filho,2023,5,HOMICIDIO DOLOSO,3
2023,2,RMS,293070,Simões Filho,2023,5,LESAO CORPORAL SEGUIDA DE MORTE,2
2024,2,RMS,293070,Simões Filho,2024,5,HOMICIDIO DOLOSO,4
2024,2,RMS,293070,Simões Filho,2024,5,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,293077,Sobradinho,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293077,Sobradinho,2024,5,HOMICIDIO DOLOSO,3
2023,3,Interior,293135,Teixeira de Freitas,2023,5,HOMICIDIO DOLOSO,4
2024,3,Interior,293135,Teixeira de Freitas,2024,5,HOMICIDIO DOLOSO,3
2024,3,Interior,293150,Teofilandia,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293200,Uaua,2024,5,FEMINICIDIO,1
2023,3,Interior,293210,Ubaira,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293220,Ubaitaba,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,293230,Ubata,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293230,Ubata,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293245,Umburanas,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,293280,Utinga,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293280,Utinga,2024,5,HOMICIDIO DOLOSO,1
2023,3,Interior,293290,Valença,2023,5,HOMICIDIO DOLOSO,2
2024,3,Interior,293290,Valença,2024,5,HOMICIDIO DOLOSO,5
2023,3,Interior,293305,Varzea da Roça,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293315,Varzea Nova,2024,5,HOMICIDIO DOLOSO,1
2024,2,RMS,293320,Vera Cruz,2024,5,HOMICIDIO DOLOSO,1
2023,2,RMS,293320,Vera Cruz,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293330,Vitoria da Conquista,2024,5,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,293330,Vitoria da Conquista,2023,5,HOMICIDIO DOLOSO,5
2024,3,Interior,293330,Vitoria da Conquista,2024,5,HOMICIDIO DOLOSO,4
2023,3,Interior,293350,Wenceslau Guimaraes,2023,5,HOMICIDIO DOLOSO,1
2023,3,Interior,293360,Xique-Xique,2023,5,HOMICIDIO DOLOSO,1
2024,3,Interior,293360,Xique-Xique,2024,5,HOMICIDIO DOLOSO,1
2024,3,Interior,290030,Acajutiba,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290030,Acajutiba,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290060,Aiquara,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,290070,Alagoinhas,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290070,Alagoinhas,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290100,Amargosa,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290110,Amelia Rodrigues,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290120,Anage,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290160,Antas,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290190,Apora,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290205,Araças,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290205,Araças,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,290210,Araci,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290240,Aurelino Leal,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290260,Baixa Grande,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290270,Barra,2024,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,290270,Barra,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290270,Barra,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,290280,Barra da Estiva,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290290,Barra do Choça,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,290320,Barreiras,2023,6,HOMICIDIO DOLOSO,4
2023,3,Interior,290320,Barreiras,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,290320,Barreiras,2024,6,HOMICIDIO DOLOSO,3
2023,3,Interior,290340,Belmonte,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,290390,Bom Jesus da Lapa,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290390,Bom Jesus da Lapa,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290395,Bom Jesus da Serra,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290460,Brumado,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290470,Buerarema,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290490,Cachoeira,2024,6,HOMICIDIO DOLOSO,3
2023,3,Interior,290520,Caetite,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290530,Cafarnaum,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290540,Cairu,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,290560,Camacan,2023,6,HOMICIDIO DOLOSO,2
2023,2,RMS,290570,Camaçari,2023,6,HOMICIDIO DOLOSO,24
2024,2,RMS,290570,Camaçari,2024,6,HOMICIDIO DOLOSO,9
2023,3,Interior,290580,Camamu,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290590,Campo Alegre de Lourdes,2024,6,HOMICÍDIO DOLOSO COM INDÍCIO DE EXCLUDENTE DE ILICITUDE,1
2024,3,Interior,290600,Campo Formoso,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290630,Canavieiras,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,290640,Candeal,2023,6,HOMICIDIO DOLOSO,1
2024,2,RMS,290650,Candeias,2024,6,HOMICIDIO DOLOSO,2
2023,2,RMS,290650,Candeias,2023,6,HOMICIDIO DOLOSO,5
2024,3,Interior,290670,Candido Sales,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290680,Cansançao,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290687,Capim Grosso,2024,6,HOMICIDIO DOLOSO,3
2024,3,Interior,290689,Caraibas,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290720,Casa Nova,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290720,Casa Nova,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,290760,Central,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290790,Cipo,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290820,Conceiçao da Feira,2023,6,HOMICIDIO DOLOSO,3
2023,3,Interior,290840,Conceiçao do Coite,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,290850,Conceiçao do Jacuipe,2024,6,HOMICIDIO DOLOSO,4
2024,3,Interior,290860,Conde,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290870,Condeuba,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,290920,Coronel Joao Sa,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290920,Coronel Joao Sa,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,290940,Cotegipe,2023,6,HOMICIDIO DOLOSO,1
2023,2,RMS,291005,Dias D Avila,2023,6,HOMICIDIO DOLOSO,4
2024,2,RMS,291005,Dias D Avila,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291040,Encruzilhada,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291050,Entre Rios,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291072,Eunapolis,2023,6,HOMICIDIO DOLOSO,8
2024,3,Interior,291072,Eunapolis,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291080,Feira de Santana,2023,6,HOMICIDIO DOLOSO,29
2023,3,Interior,291080,Feira de Santana,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291080,Feira de Santana,2023,6,HOMICÍDIO OCORRIDO EM PRESÍDIO,1
2024,3,Interior,291080,Feira de Santana,2024,6,HOMICIDIO DOLOSO,19
2024,3,Interior,291085,Filadelfia,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291085,Filadelfia,2023,6,HOMICIDIO DOLOSO,3
2023,3,Interior,291100,Floresta Azul,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291110,Formosa do Rio Preto,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291120,Gandu,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291170,Guanambi,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291170,Guanambi,2024,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,291180,Guaratinga,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291180,Guaratinga,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291190,Iaçu,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291210,Ibicarai,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291220,Ibicoara,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291230,Ibicui,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291280,Ibirapua,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291290,Ibirataia,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291340,Igapora,2024,6,FEMINICIDIO,1
2023,3,Interior,291350,Iguai,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291360,Ilheus,2023,6,HOMICIDIO DOLOSO,7
2023,3,Interior,291360,Ilheus,2023,6,FEMINICIDIO,1
2024,3,Interior,291360,Ilheus,2024,6,HOMICIDIO DOLOSO,6
2023,3,Interior,291370,Inhambupe,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291370,Inhambupe,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291380,Ipecaeta,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291380,Ipecaeta,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291390,Ipiau,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291400,Ipira,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291440,Iraquara,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291460,Irece,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291465,Itabela,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291465,Itabela,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291470,Itaberaba,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291480,Itabuna,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291480,Itabuna,2023,6,HOMICIDIO DOLOSO,4
2023,3,Interior,291480,Itabuna,2023,6,FEMINICIDIO,1
2024,3,Interior,291480,Itabuna,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291490,Itacare,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291520,Itagiba,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291540,Itaju do Colonia,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291550,Itajuipe,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291560,Itamaraju,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291560,Itamaraju,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291570,Itamari,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291600,Itanhem,2023,6,HOMICIDIO DOLOSO,3
2024,2,RMS,291610,Itaparica,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291630,Itapebi,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291680,Itarantim,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291685,Itatim,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291700,Itiuba,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291700,Itiuba,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291720,Ituaçu,2024,6,FEMINICIDIO,1
2024,3,Interior,291733,Iuiu,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291735,Jaborandi,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291750,Jacobina,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291750,Jacobina,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291760,Jaguaquara,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291760,Jaguaquara,2023,6,HOMICIDIO DOLOSO,3
2023,3,Interior,291770,Jaguarari,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,291780,Jaguaripe,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291800,Jequie,2024,6,HOMICÍDIO OCORRIDO EM PRESÍDIO,1
2024,3,Interior,291800,Jequie,2024,6,HOMICIDIO DOLOSO,7
2023,3,Interior,291800,Jequie,2023,6,HOMICIDIO DOLOSO,7
2024,3,Interior,291810,Jeremoabo,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291810,Jeremoabo,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,291820,Jiquiriça,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291835,Joao Dourado,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291840,Juazeiro,2023,6,HOMICIDIO DOLOSO,12
2024,3,Interior,291840,Juazeiro,2024,6,HOMICIDIO DOLOSO,12
2024,3,Interior,291880,Laje,2024,6,HOMICIDIO DOLOSO,1
2023,2,RMS,291920,Lauro de Freitas,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,2,RMS,291920,Lauro de Freitas,2023,6,HOMICIDIO DOLOSO,4
2024,2,RMS,291920,Lauro de Freitas,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,291955,Luis Eduardo Magalhaes,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,291970,Macarani,2024,6,HOMICIDIO DOLOSO,1
2024,2,RMS,291992,Madre de Deus,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292000,Maiquinique,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292010,Mairi,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292040,Manoel Vitorino,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292045,Mansidao,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292060,Maragogipe,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,292090,Mascote,2023,6,HOMICIDIO DOLOSO,1
2023,2,RMS,292100,Mata de Sao Joao,2023,6,HOMICIDIO DOLOSO,4
2024,2,RMS,292100,Mata de Sao Joao,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292110,Medeiros Neto,2024,6,HOMICIDIO DOLOSO,3
2023,3,Interior,292110,Medeiros Neto,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,292170,Morro do Chapeu,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,292170,Morro do Chapeu,2024,6,FEMINICIDIO,1
2024,3,Interior,292170,Morro do Chapeu,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292200,Mucuri,2024,6,HOMICIDIO DOLOSO,3
2023,3,Interior,292200,Mucuri,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292210,Mundo Novo,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292220,Muniz Ferreira,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292230,Muritiba,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292240,Mutuipe,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292270,Nova Canaa,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292290,Nova Soure,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292300,Nova Viçosa,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,292300,Nova Viçosa,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292320,Oliveira dos Brejinhos,2024,6,FEMINICIDIO,1
2023,3,Interior,292330,Ouriçangas,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292330,Ouriçangas,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292335,Ourolandia,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292335,Ourolandia,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,292400,Paulo Afonso,2023,6,HOMICIDIO DOLOSO,4
2024,3,Interior,292400,Paulo Afonso,2024,6,HOMICIDIO DOLOSO,4
2023,3,Interior,292430,Piata,2023,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,292440,Pilao Arcado,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292460,Pindobaçu,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292480,Piritiba,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292510,PoçõEs,2024,6,HOMICIDIO DOLOSO,1
2023,2,RMS,292520,Pojuca,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292525,Ponto Novo,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292530,Porto Seguro,2023,6,HOMICIDIO DOLOSO,9
2024,3,Interior,292530,Porto Seguro,2024,6,HOMICIDIO DOLOSO,5
2023,3,Interior,292540,Potiragua,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292550,Prado,2023,6,HOMICIDIO DOLOSO,2
2024,3,Interior,292575,Presidente Tancredo Neves,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292575,Presidente Tancredo Neves,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,292580,Queimadas,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292590,Quijingue,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292595,Rafael Jambeiro,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292600,Remanso,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292630,Riachao do Jacuipe,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292660,Ribeira do Pombal,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292700,Rio Real,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292700,Rio Real,2023,6,HOMICIDIO DOLOSO,3
2024,1,Salvador,292740,Salvador,2024,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,1,Salvador,292740,Salvador,2024,6,FEMINICIDIO,1
2023,1,Salvador,292740,Salvador,2023,6,FEMINICIDIO,1
2024,1,Salvador,292740,Salvador,2024,6,HOMICIDIO DOLOSO,52
2024,1,Salvador,292740,Salvador,2024,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),2
2023,1,Salvador,292740,Salvador,2023,6,HOMICIDIO DOLOSO,72
2023,3,Interior,292770,Santa Cruz Cabralia,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292800,Santa Luz,2024,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,292805,Santa Luzia,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292810,Santa Maria da Vitoria,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,292840,Santa Rita de Cassia,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292830,Santanopolis,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292860,Santo Amaro,2024,6,HOMICIDIO DOLOSO,3
2024,3,Interior,292870,Santo Antonio de Jesus,2024,6,HOMICIDIO DOLOSO,4
2023,3,Interior,292870,Santo Antonio de Jesus,2023,6,FEMINICIDIO,1
2023,3,Interior,292880,Santo Estevao,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292880,Santo Estevao,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292890,Sao Desiderio,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,292905,Sao Felix do Coribe,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292930,Sao Gonçalo dos Campos,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292937,Sao Jose do Jacuipe,2024,6,HOMICIDIO DOLOSO,2
2024,2,RMS,292950,Sao Sebastiao do Passe,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,292970,Satiro Dias,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,292990,Seabra,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293000,Sebastiao Laranjeiras,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293010,Senhor do Bonfim,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293010,Senhor do Bonfim,2024,6,HOMICIDIO DOLOSO,3
2024,3,Interior,293020,Sento Se,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293020,Sento Se,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293015,Serra do Ramalho,2024,6,FEMINICIDIO,1
2023,3,Interior,293030,Serra Dourada,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293050,Serrinha,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293050,Serrinha,2023,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293060,Serrolandia,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293060,Serrolandia,2024,6,HOMICIDIO DOLOSO,1
2023,2,RMS,293070,Simões Filho,2023,6,FEMINICIDIO,1
2024,2,RMS,293070,Simões Filho,2024,6,HOMICIDIO DOLOSO,7
2023,2,RMS,293070,Simões Filho,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,293077,Sobradinho,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293077,Sobradinho,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293080,Souto Soares,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293090,Tabocas do Brejo Velho,2023,6,FEMINICIDIO,1
2024,3,Interior,293110,Tanquinho,2024,6,HOMICIDIO DOLOSO,3
2023,3,Interior,293130,Tapiramuta,2023,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293135,Teixeira de Freitas,2023,6,HOMICIDIO DOLOSO,3
2024,3,Interior,293135,Teixeira de Freitas,2024,6,HOMICIDIO DOLOSO,5
2023,3,Interior,293135,Teixeira de Freitas,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,293190,Tucano,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293190,Tucano,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293210,Ubaira,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293220,Ubaitaba,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293220,Ubaitaba,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293230,Ubata,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293245,Umburanas,2024,6,HOMICIDIO DOLOSO,2
2024,3,Interior,293250,Una,2024,6,HOMICIDIO DOLOSO,2
2023,3,Interior,293260,Urandi,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293270,Uruçuca,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293280,Utinga,2023,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293280,Utinga,2024,6,HOMICIDIO DOLOSO,1
2024,3,Interior,293290,Valença,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293290,Valença,2023,6,HOMICIDIO DOLOSO,3
2023,3,Interior,293290,Valença,2023,6,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,293300,Valente,2024,6,HOMICIDIO DOLOSO,1
2023,3,Interior,293305,Varzea da Roça,2023,6,HOMICIDIO DOLOSO,2
2024,2,RMS,293320,Vera Cruz,2024,6,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,2,RMS,293320,Vera Cruz,2023,6,HOMICIDIO DOLOSO,4
